Hora_Ini_E,Per_hog,Turismos,Sexo,Edad,crnt_tur,O_long,O_lat,D_long,D_lat,distance,original_distance,Coworking,Coworking_days,Rem_work,drive_tt,walk_tt,distance_stop_0,distance_stop_1,distance_stop_2,distance_stop_3,distance_stop_4,transit_tt,Tipo_familia,Mun_Ori,Mun_Des,geometry,distance_base,Mode,Mode_base,prediction,prediction_base,eCar,CO2,CO2_over_target,CO2_worst_case,CO2_worst_case_over_target,distance_week,distance_week_interv,distance_week_no_interv,weighted_d,n_close_stops
97,1,3,1,6,1,-2.1753311663528416,43.28439127976208,-2.033693,43.256347,18123.447,18123.447,0,0,0,15.062083333333334,254.3439833333333,80.324,85.543,85.543,269.571,287.169,46.086,3,79,69,POINT (-2.1753311663528416 43.28439127976208),18123.447,Car,Car,2,2,0,34.4345493,1.946300612608696,34.4345493,1.946300612608696,181234.47,0.0,181234.47,3.4815447302100275,5
97,1,2,1,4,1,-2.1755499354130605,43.28328994314303,-2.033693,43.256347,18048.255,18048.255,0,0,0,15.239833333333333,255.03248333333335,147.378,147.378,157.48,189.461,262.054,46.867,3,79,69,POINT (-2.1755499354130605 43.28328994314303),18048.255,Car,Car,2,2,0,34.2916845,1.9382256456521743,34.2916845,1.9382256456521743,180482.55000000002,0.0,180482.55000000002,3.2379491315984037,5
97,2,3,2,3,1,-1.916730227719583,43.31787276178701,-2.033693,43.256347,13903.681,13903.681,0,0,0,14.362150000000002,235.33103333333332,120.023,125.705,244.404,290.748,327.425,43.428,6,64,69,POINT (-1.916730227719583 43.31787276178701),13903.681,Car,Car,2,2,0,26.4169939,1.4931344378260873,26.4169939,1.4931344378260873,139036.81,0.0,139036.81,2.5596006345529956,5
97,2,2,1,5,1,-1.921970110955411,43.32607798974564,-2.033693,43.256347,13910.034,13910.034,0,0,0,15.458466666666668,241.17206666666667,374.335,795.01,815.871,843.937,859.481,49.656,6,64,69,POINT (-1.921970110955411 43.32607798974564),13910.034,Car,Car,2,2,0,26.429064600000004,1.493816694782609,26.429064599999997,1.4938166947826088,139100.34,0.0,139100.34,2.158389953526086,1
97,2,2,1,5,1,-1.929772416318181,43.32450323169783,-2.033693,43.256347,13319.879,13319.879,0,0,0,13.9831,229.63085,0.0,32.673,83.259,113.645,196.612,44.964,4,64,69,POINT (-1.929772416318181 43.32450323169783),13319.879,PT,PT,1,1,0,16.063774074,0.9079524476608698,25.307770100000003,1.4304391795652178,133198.79,0.0,133198.79,1.8159048953217396,5
97,2,3,1,4,1,-1.9203880827874376,43.327442220822206,-2.033693,43.256347,17693.881,17693.881,0,0,0,21.486833333333333,295.39318333333335,665.944,730.683,984.655,2115.677,2192.302,58.649,4,64,69,POINT (-1.9203880827874376 43.327442220822206),17693.881,Car,Car,2,2,0,33.6183739,1.9001689595652178,33.6183739,1.9001689595652178,176938.81,0.0,176938.81,2.490317754805486,0
97,2,3,2,5,1,-2.3587877270328126,43.291526784514325,-2.033693,43.256347,36830.844,36830.844,0,0,0,29.45645,553.1080999999999,295.121,421.675,655.761,860.435,886.707,70.324,2,56,69,POINT (-2.3587877270328126 43.291526784514325),36830.844,Car,Car,2,2,0,69.9786036,3.955312377391305,69.97860359999999,3.955312377391304,368308.43999999994,0.0,368308.43999999994,5.9491820496384475,2
97,2,2,1,5,1,-2.053411097066426,43.1879581857635,-2.033693,43.256347,9025.389,9025.389,0,0,0,9.768866666666666,170.23228333333333,194.656,194.656,194.656,194.656,194.656,32.815,2,75,69,POINT (-2.053411097066426 43.1879581857635),9025.389,Car,Car,2,2,0,17.148239099999998,0.9692482969565217,17.148239099999998,0.9692482969565217,90253.88999999998,0.0,90253.88999999998,1.5570800205926578,5
97,2,3,1,5,1,-1.9922701860998049,43.24496603461527,-2.033693,43.256347,4284.788,4284.788,0,0,0,7.762566666666667,82.44141666666665,189.25,194.868,391.867,391.867,391.867,31.485,4,72,69,POINT (-1.9922701860998049 43.24496603461527),4284.788,Car,Car,2,2,0,8.141097199999999,0.46014897217391304,8.141097199999999,0.46014897217391304,42847.88,0.0,42847.88,0.7423047037062052,5
97,2,3,2,5,1,-1.8074060968240768,43.3385410722878,-2.033693,43.256347,23684.474,23684.474,0,0,0,19.527933333333333,399.47111666666666,223.208,377.218,396.594,396.594,429.518,54.462,4,45,63,POINT (-1.8074060968240768 43.3385410722878),23684.474,Car,Car,2,2,0,45.000500599999995,2.543506555652174,45.000500599999995,2.543506555652174,236844.74,0.0,236844.74,4.001916913857041,5
97,2,2,1,4,1,-1.8176058458073048,43.32986941369649,-2.033693,43.256347,22308.863,22308.863,0,0,0,18.283183333333334,379.15586666666667,233.257,253.125,331.519,331.519,360.287,50.537,6,45,63,POINT (-1.8176058458073048 43.32986941369649),22308.863,Car,Car,2,2,0,42.3868397,2.395777896086957,42.386839699999996,2.3957778960869565,223088.63,0.0,223088.63,3.743595869083255,5
97,1,2,2,4,1,-1.8019425954193944,43.332990139670514,-2.033693,43.256347,23768.632,23768.632,0,0,0,18.092983333333333,400.8620833333333,191.778,347.541,347.541,356.006,398.64,55.938,1,45,63,POINT (-1.8019425954193944 43.332990139670514),23768.632,PT,PT,1,1,0,28.664970192000002,1.6201939673739134,45.160400800000005,2.552544393043479,237686.32,0.0,237686.32,2.6085630896448855,5
97,2,3,1,5,1,-1.7954758637269774,43.34135548767029,-2.033693,43.256347,24863.749,24863.749,0,0,0,20.814583333333335,420.4601,206.744,206.744,206.744,206.744,218.842,57.355,4,45,63,POINT (-1.7954758637269774 43.34135548767029),24863.749,Car,Car,2,2,0,47.24112310000001,2.6701504360869577,47.241123099999996,2.670150436086957,248637.49,0.0,248637.49,4.250919287471655,5
97,2,2,2,4,1,-1.9086103104964955,43.31344553669521,-2.033693,43.256347,15049.067,15049.067,0,0,0,15.006516666666666,248.65725,119.977,198.714,208.572,208.572,218.884,46.358,6,67,63,POINT (-1.9086103104964955 43.31344553669521),15049.067,PT,PT,1,1,0,18.149174802,1.0258229235913046,28.5932273,1.6161389343478263,150490.66999999998,0.0,150490.66999999998,1.7585937112234638,5
97,2,3,2,3,1,-1.8986899037908689,43.313030000328006,-2.033693,43.256347,15746.825,15746.825,0,0,0,16.748966666666668,260.8938333333333,141.195,169.504,169.504,237.161,240.336,47.176,6,67,63,POINT (-1.8986899037908689 43.313030000328006),15746.825,Car,Car,2,2,0,29.918967500000004,1.691072076086957,29.918967499999997,1.6910720760869566,157468.25,0.0,157468.25,2.840952792835984,5
97,1,3,1,3,1,-2.126497348450528,43.27660287689874,-2.033693,43.256347,12701.888,12701.888,0,0,0,11.515716666666666,173.2749,146.055,146.055,348.11,399.093,840.926,35.6,3,61,63,POINT (-2.126497348450528 43.27660287689874),12701.888,Car,Car,2,2,0,24.1335872,1.3640723200000002,24.1335872,1.3640723200000002,127018.88,0.0,127018.88,2.2814966196939843,4
97,1,3,2,5,1,-1.991981495650276,43.31266287822588,-2.033693,43.256347,8977.923,8977.923,0,0,0,11.8818,152.32581666666667,141.921,332.557,400.338,400.338,416.796,40.284,3,69,63,POINT (-1.991981495650276 43.31266287822588),8977.923,Car,Car,2,2,0,17.0580537,0.9641508613043479,17.058053700000002,0.9641508613043481,89779.23000000001,0.0,89779.23000000001,1.618668882378939,5
97,1,2,1,4,1,-2.4846808323618643,43.06822370221348,-2.033693,43.256347,56326.324,56326.324,0,0,0,46.75861666666666,854.185,45.257,91.409,99.501,213.805,225.985,100.438,1,55,63,POINT (-2.4846808323618643 43.06822370221348),56326.324,Car,Car,2,2,0,107.02001560000001,6.048957403478262,107.0200156,6.048957403478261,563263.24,0.0,563263.24,11.30500498844679,5
97,2,3,1,5,1,-1.7943046142296093,43.34113885126963,-2.033693,43.256347,24853.127,24853.127,0,0,0,20.788016666666667,419.7397,87.593,87.593,223.674,223.674,225.5,57.608,4,45,53,POINT (-1.7943046142296093 43.34113885126963),24853.127,Car,Car,2,2,0,47.22094130000001,2.6690097256521748,47.2209413,2.6690097256521743,248531.27000000002,0.0,248531.27000000002,4.7348440356001165,5
97,2,3,2,4,1,-1.917411588276997,43.3184015038922,-2.033693,43.256347,13903.681,13903.681,0,0,0,14.362150000000002,234.69188333333335,50.961,168.536,195.891,214.88,309.252,42.844,2,64,53,POINT (-1.917411588276997 43.3184015038922),13903.681,Car,Car,2,2,0,26.4169939,1.4931344378260873,26.4169939,1.4931344378260873,139036.81,0.0,139036.81,2.769459531918668,5
97,2,3,2,4,1,-1.9319007378126776,43.32381296424349,-2.033693,43.256347,13067.034,13067.034,0,0,0,13.350999999999999,227.36746666666667,115.118,115.775,198.377,198.432,210.892,46.327,2,64,53,POINT (-1.9319007378126776 43.32381296424349),13067.034,Car,Car,2,2,0,24.8273646,1.4032858252173914,24.827364599999996,1.4032858252173912,130670.34,0.0,130670.34,2.417420956831095,5
97,2,3,1,4,1,-1.918986277234521,43.31929332139399,-2.033693,43.256347,13686.877,13686.877,0,0,0,14.71535,231.98711666666668,0.0,134.373,218.078,300.0,309.419,42.895,2,64,53,POINT (-1.918986277234521 43.31929332139399),13686.877,Car,Car,2,2,0,26.005066300000003,1.4698515734782613,26.0050663,1.4698515734782611,136868.77000000002,0.0,136868.77000000002,2.9397031469565227,5
97,2,4,1,4,1,-2.1254751700748304,43.28414904493971,-2.033693,43.256347,13130.023,13130.023,0,0,0,12.941183333333333,185.29103333333333,1107.971,1107.971,1310.026,1361.009,1779.852,47.542,2,61,73,POINT (-2.1254751700748304 43.28414904493971),13130.023,Car,Car,2,2,0,24.947043700000002,1.4100502960869568,24.9470437,1.4100502960869565,131300.22999999998,0.0,131300.22999999998,1.7104933370487996,0
97,1,3,1,5,1,-2.125906788450324,43.27639618079711,-2.033693,43.256347,12696.455,12696.455,0,0,0,11.253549999999999,172.77955,52.688,52.688,254.743,305.726,811.205,34.44,1,61,73,POINT (-2.125906788450324 43.27639618079711),12696.455,Car,Car,2,2,0,24.1232645,1.3634888630434785,24.123264499999998,1.3634888630434783,126964.55,0.0,126964.55,2.523286358033508,4
97,2,3,2,4,1,-2.124198140322979,43.27969451655343,-2.033693,43.256347,13046.169,13046.169,0,0,0,12.655216666666666,178.82746666666665,553.865,553.865,755.92,806.903,1174.08,40.664,4,61,73,POINT (-2.124198140322979 43.27969451655343),13046.169,Car,Car,2,2,0,24.7877211,1.401045105652174,24.7877211,1.401045105652174,130461.69,0.0,130461.69,1.8932933318889351,0
97,2,4,1,4,1,-2.106814393035745,43.28448527209113,-2.033693,43.256347,12157.074,12157.074,0,0,0,9.099833333333333,153.68513333333334,1579.522,1746.301,1851.023,1851.023,1969.463,51.14,2,61,73,POINT (-2.106814393035745 43.28448527209113),12157.074,Car,Car,2,2,0,23.0984406,1.3055640339130437,23.0984406,1.3055640339130437,121570.74,0.0,121570.74,1.5139517038492896,0
97,2,3,2,4,1,-2.125786943570532,43.27739287314333,-2.033693,43.256347,12709.137,12709.137,0,0,0,11.533833333333332,173.21026666666666,216.833,216.833,418.888,469.871,837.048,36.478,4,61,73,POINT (-2.125786943570532 43.27739287314333),12709.137,Car,Car,2,2,0,24.1473603,1.3648507995652175,24.1473603,1.3648507995652175,127091.37000000001,0.0,127091.37000000001,2.157089762382153,4
97,1,2,1,5,1,-1.939416212942141,43.24357818419144,-2.033693,43.256347,10470.701,10470.701,0,0,0,18.328133333333334,177.28921666666665,210.055,210.055,210.055,210.055,850.398,85.011,1,40,73,POINT (-1.939416212942141 43.24357818419144),10470.701,Car,Car,2,2,0,19.8943319,1.1244622378260871,19.894331899999997,1.124462237826087,104707.01,0.0,104707.01,1.7858392880418994,4
97,2,3,2,4,1,-2.017691346690005,43.219403340630095,-2.033693,43.256347,5134.031,5134.031,0,0,0,6.931283333333334,121.15226666666668,359.547,359.547,375.892,384.314,446.021,28.128,2,9,73,POINT (-2.017691346690005 43.219403340630095),5134.031,PT,PT,1,1,0,6.191641386,0.3499623392086957,9.754658899999999,0.5513502856521739,51340.31,0.0,51340.31,0.509145387213779,5
97,2,3,2,4,1,-2.0216826779173225,43.21822949875335,-2.033693,43.256347,4943.941,4943.941,0,0,0,5.6583499999999995,125.19381666666666,165.568,165.568,210.629,210.629,261.937,22.018,2,9,73,POINT (-2.0216826779173225 43.21822949875335),4943.941,Car,Car,2,2,0,9.3934879,0.5309362726086957,9.3934879,0.5309362726086957,49439.409999999996,0.0,49439.409999999996,0.8730578999168628,5
97,2,2,1,3,1,-1.9238385599927577,43.31933779992053,-2.033693,43.256347,13112.845,13112.845,0,0,0,15.155483333333333,223.0445,120.827,208.861,238.668,291.791,342.619,47.743,2,69,73,POINT (-1.9238385599927577 43.31933779992053),13112.845,Car,Car,2,2,0,24.914405499999997,1.4082055282608696,24.914405499999997,1.4082055282608696,131128.44999999998,0.0,131128.44999999998,2.4120899236971436,5
97,1,2,1,4,1,-1.89626482943742,43.3208364990365,-2.033693,43.256347,15657.131,15657.131,0,0,0,15.481016666666667,265.40364999999997,149.493,189.348,383.345,383.345,619.908,48.419,1,53,73,POINT (-1.89626482943742 43.3208364990365),15657.131,Car,Car,2,2,0,29.7485489,1.6814397204347828,29.7485489,1.6814397204347828,156571.31,0.0,156571.31,2.8036639066410975,4
97,2,3,1,4,1,-1.8991347284214943,43.32153962723852,-2.033693,43.256347,15820.973,15820.973,0,0,0,15.803500000000001,263.59888333333333,107.626,159.806,354.751,354.751,583.51,47.986,6,53,73,POINT (-1.8991347284214943 43.32153962723852),15820.973,Car,Car,2,2,0,30.059848700000003,1.6990349265217395,30.0598487,1.6990349265217393,158209.73,0.0,158209.73,2.949471547239068,4
97,1,2,1,4,1,-1.915133739811315,43.32380578210671,-2.033693,43.256347,17001.425,17001.425,0,0,0,19.059,285.72543333333334,38.998,73.382,387.635,1535.612,1612.237,50.867,1,64,73,POINT (-1.915133739811315 43.32380578210671),17001.425,Car,Car,2,2,0,32.3027075,1.8258052065217392,32.3027075,1.8258052065217392,170014.25,0.0,170014.25,3.4415715589973344,3
97,1,2,1,4,1,-1.9175810430043307,43.316060110446585,-2.033693,43.256347,13858.661,13858.661,0,0,0,13.9066,232.47421666666665,152.152,156.016,342.918,343.558,388.028,41.843,1,64,73,POINT (-1.9175810430043307 43.316060110446585),13858.661,Car,Car,2,2,0,26.3314559,1.488299681304348,26.331455899999998,1.4882996813043479,138586.61,0.0,138586.61,2.4757771322308164,5
97,2,4,2,4,1,-2.4123272511031555,43.11881739375824,-2.033693,43.256347,47262.583,47262.583,0,0,0,40.331649999999996,702.5079000000001,340.259,385.05,483.698,757.864,764.062,90.583,2,74,73,POINT (-2.4123272511031555 43.11881739375824),47262.583,Car,Car,2,2,0,89.7989077,5.075590435217392,89.7989077,5.075590435217392,472625.82999999996,0.0,472625.82999999996,7.453811015584427,3
97,2,2,1,4,1,-2.01555128402956,43.25193453959263,-2.033693,43.256347,1801.551,1801.551,0,0,0,4.057166666666666,39.106716666666664,472.76,621.834,621.834,621.834,643.943,24.411,2,83,67,POINT (-2.01555128402956 43.25193453959263),1801.551,PT,PT,1,1,0,2.172670506,0.12280311555652175,3.4229469,0.19347091173913045,18015.51,0.0,18015.51,0.17047760008853238,1
97,1,3,1,6,1,-2.012075208744233,43.26875780198284,-2.033693,43.256347,2969.078,2969.078,0,0,0,4.060816666666667,56.02115,35.304,184.781,223.187,253.546,293.031,24.024,3,83,67,POINT (-2.012075208744233 43.26875780198284),2969.078,PT,PT,1,1,0,3.5807080680000003,0.20238784732173917,5.6412482,0.3188531591304348,29690.78,0.0,29690.78,0.3834663736635715,5
97,2,2,2,5,1,-1.988069436572038,43.323732407444425,-2.033693,43.256347,11104.913,11104.913,0,0,0,14.7431,175.29808333333332,318.557,435.598,448.986,448.986,453.297,42.145,4,69,67,POINT (-1.988069436572038 43.323732407444425),11104.913,Car,Car,2,2,0,21.0993347,1.1925710917391306,21.0993347,1.1925710917391306,111049.13,0.0,111049.13,1.770967791674204,5
97,2,1,1,4,2,-2.0661779762070083,43.306565088010935,-2.033693,43.256347,9915.653,9915.653,0,0,0,19.632099999999998,160.17389999999997,1669.322,2032.737,2053.712,2397.874,2741.057,63.883,2,69,67,POINT (-2.0661779762070083 43.306565088010935),9915.653,Car,Car,2,2,0,18.8397407,1.064854909130435,18.8397407,1.064854909130435,99156.53,0.0,99156.53,1.2270713840081493,0
97,2,2,1,4,1,-1.8954527793506943,43.31805945704718,-2.033693,43.256347,15843.422,15843.422,0,0,0,16.30765,269.41863333333333,450.284,490.139,624.244,624.244,772.318,52.378,4,53,67,POINT (-1.8954527793506943 43.31805945704718),15843.422,Car,Car,2,2,0,30.1025018,1.7014457539130436,30.1025018,1.7014457539130436,158434.22,0.0,158434.22,2.381766440711527,2
97,2,2,1,5,1,-1.792783784352242,43.363717213619225,-2.033693,43.256347,27295.092,27295.092,0,0,0,27.69138333333333,450.45144999999997,376.077,407.016,407.016,514.513,696.084,58.995,4,36,67,POINT (-1.792783784352242 43.363717213619225),27295.092,Car,Car,2,2,0,51.8606748,2.9312555321739135,51.8606748,2.9312555321739135,272950.92,0.0,272950.92,4.231960421782899,3
97,1,1,2,5,2,-1.8411651289769269,43.338058693614784,-2.033693,43.256347,23597.626,23597.626,0,0,0,20.996983333333333,360.39335,1812.79,1906.41,1906.41,2008.216,2051.07,71.122,3,36,67,POINT (-1.8411651289769269 43.338058693614784),23597.626,PT,PT,1,1,0,28.45873695600001,1.6085373062086965,44.8354894,2.534179835652174,235976.26,0.0,235976.26,1.836937285318125,0
97,1,1,2,3,2,-1.9206064800534903,43.32756567858228,-2.033693,43.256347,17693.881,17693.881,0,0,0,21.486833333333333,296.8198,751.541,816.28,1070.252,2201.274,2277.899,59.712,3,64,67,POINT (-1.9206064800534903 43.32756567858228),17693.881,PT,PT,1,1,0,21.338820486,1.2061072448608696,33.6183739,1.9001689595652178,176938.81,0.0,176938.81,1.5502043114120179,0
97,2,2,1,5,2,-2.01222144595916,43.27075394004739,-2.033693,43.256347,3010.044,3010.044,0,0,0,4.1632,57.289049999999996,132.29,139.355,140.835,241.703,265.382,26.649,2,83,72,POINT (-2.01222144595916 43.27075394004739),3010.044,PT,PT,1,1,0,3.6301130640000006,0.20518030361739137,5.7190836,0.3232525513043479,30100.44,0.0,30100.44,0.3475710392004893,5
97,2,3,2,5,1,-1.96238922828017,43.32290204882572,-2.033693,43.256347,11351.625,11351.625,0,0,0,12.899816666666668,196.86395,170.374,285.196,309.296,309.296,314.304,44.104,4,69,72,POINT (-1.96238922828017 43.32290204882572),11351.625,Car,Car,2,2,0,21.5680875,1.2190658152173914,21.568087499999997,1.2190658152173912,113516.25,0.0,113516.25,1.9965742331257315,5
97,2,3,1,5,1,-1.948448676453037,43.31823173414044,-2.033693,43.256347,11525.394,11525.394,0,0,0,13.53,203.97695000000002,0.0,201.448,258.312,301.367,307.05,44.748,4,69,72,POINT (-1.948448676453037 43.31823173414044),11525.394,Car,Car,2,2,0,21.898248600000002,1.237727094782609,21.8982486,1.237727094782609,115253.94,0.0,115253.94,2.475454189565218,5
97,1,2,1,5,1,-2.0018432261413834,43.31251482920865,-2.033693,43.256347,8216.788,8216.788,0,0,0,9.569216666666668,141.37651666666667,194.949,219.054,238.652,243.38,243.38,37.345,3,69,9,POINT (-2.0018432261413834 43.31251482920865),8216.788,Car,Car,2,2,0,15.6118972,0.8824115808695653,15.6118972,0.8824115808695653,82167.88,0.0,82167.88,1.4172615841241825,5
97,2,3,2,4,1,-2.050646884602944,43.27138121427309,-2.033693,43.256347,5214.99,5214.99,0,0,0,8.649400000000002,59.850316666666664,25.269,25.269,156.195,314.3,351.967,24.707,2,73,9,POINT (-2.050646884602944 43.27138121427309),5214.99,Car,Car,2,2,0,9.908480999999998,0.5600445782608695,9.908481,0.5600445782608696,52149.899999999994,0.0,52149.899999999994,1.0765812709006872,5
97,1,1,1,5,1,-2.2027570063073503,43.04736451832817,-2.033693,43.256347,30760.22,30760.22,0,0,0,25.618133333333333,553.3306,0.0,95.746,95.746,359.015,534.792,56.872,3,19,9,POINT (-2.2027570063073503 43.04736451832817),30760.22,Car,Car,2,2,0,58.444418,3.303380147826087,58.444418,3.303380147826087,307602.2,0.0,307602.2,6.606760295652174,4
97,1,2,2,4,1,-1.9929839235367524,43.24617429653977,-2.033693,43.256347,4027.737,4027.737,0,0,0,7.985816666666667,78.17635,118.235,125.807,132.439,132.439,132.439,30.447,3,72,9,POINT (-1.9929839235367524 43.24617429653977),4027.737,PT,PT,1,1,0,4.857450822000001,0.2745515682000001,7.652700299999999,0.43254393,40277.37,0.0,40277.37,0.47148743071748433,5
